,qid,query,generation_gt,retrieval_gt
162,c7980edc-0675-4263-96e3-432181bad412,"What factors influence 외이도염 onset and recurrence, especially regarding anatomy and systemic issues?","['Factors influencing the onset and recurrence of 외이도염 include anatomical issues such as external auditory canal stenosis, excessive hair growth, and abnormal ear canal formation, which can hinder proper airflow. Systemic issues such as underlying diseases can create an abnormal environment in the external auditory canal and affect immune responses, contributing to the condition.']","[['37a46566-09e1-4883-a4a9-480c0ec16c3f', '3a694398-d7c9-4ddc-9ed3-7f60f40daa8d']]"
163,5c83778d-5ea4-4518-9485-77dace5caf70,"What skin lesions occur in UV-exposed cats with white ears and blue eyes, and how do they compare to dogs?",['nan'],[['f0045861-360d-4e76-831b-5c3105ed0cf5']]
164,b1f57c6b-9c0a-489e-827f-ec4c9ec89110,What signs of relapsing polychondritis in cats relate to ear inflammation?,"['In cats, signs of relapsing polychondritis related to ear inflammation include swelling, redness, and pain in the ears. The ear cartilage becomes swollen, turns purple, and may become distorted.']",[['5e42c92a-65bf-45b9-8fd0-cb204c952440']]
165,9cd42473-c389-41d5-b923-adb76b259c75,"What complications from gunshot injuries might affect animal recovery, especially regarding blood disorders?","['Gunshot injuries can lead to complications such as fractures, bleeding, and mental shock, which may affect animal recovery. Additionally, they can cause contamination of body cavities, which can further complicate recovery.']","[['ec883ada-6954-4aca-a1ec-7620f09603e7', '9af648eb-5746-4e6e-b133-d4a98d1c89c8']]"
166,bc26bb4b-20fd-4994-b99b-bcc945cf594d,"What are the key traits and signs of idiopathic erosive polyarthritis in dogs, especially its chronic, symmetrical aspects and any links to human rheumatoid arthritis?","['Idiopathic erosive polyarthritis in dogs is characterized by chronic, symmetrical, and progressive arthritis primarily affecting the distal joints of the limbs. It is similar to human rheumatoid arthritis, and some people refer to it as canine rheumatoid arthritis. Symptoms can be severe, including joint deformities.']",[['95b75d86-8065-4ac2-bcbe-cfb2c7af5db5']]
167,fe353e83-085a-435e-ac72-3dd4529cf80d,"What flea species infest dogs and cats, and how do they relate to skin issues like dermatitis or allergies?","['The common flea species that infest dogs and cats include CTENOCEPHALIDES FELIS, which is the general flea, and C.CANIS, which is more common in dogs. These fleas can cause skin issues such as dermatitis when they infest the animals, leading to conditions like flea collar dermatitis and skin allergies. Flea infestations can also lead to serious health issues, such as anemia in young animals.']","[['febcf683-42ef-4dff-88a4-ddf7f761dc45', '489be550-b9e6-4f68-bf20-65e99ff6c119']]"
168,01225f56-8613-4964-ba4b-21a429203822,What histopathology and immune responses link cat vascular lesions to chronic feline gingivitis and pharyngitis?,['nan'],"[['3f555642-b856-4e40-8a58-1ff7c0c5cae7', '232dc089-8b6e-45ba-a155-6eab77ea1175']]"
169,67d4aba2-4f26-4941-999f-0489e0a80305,"What common cancers affect dogs, especially prostate and lung tumors, and how do their symptoms vary?","['Common cancers that affect dogs include prostate tumors and lung tumors. Prostate tumors are generally malignant and often present with various clinical symptoms that depend on whether the tumor has metastasized. Lung tumors, primarily adenocarcinomas, are also common in dogs, especially in those aged 10-11 years, and can present as isolated large masses or small nodules. Symptoms may vary based on the type and location of the tumor, and in both cases, the diagnosis involves clinical symptoms, laboratory tests, imaging, and biopsies.']","[['22f40404-2585-4394-a7ac-c927f3d02656', '731ca32e-5bd1-4f4e-a236-64b8b23541fb']]"
170,a7f2c105-db5c-48b8-8880-18763c8eae04,What effects might Dirofilaria immitis have on cat neurology?,['nan'],"[['ea1eac14-cf8d-46e4-a420-c4a9d88c45e8', 'a96ab0d0-97cf-4aa1-8810-015138aad976']]"
171,70d7d75b-f42f-45d9-9d21-7fb22d32d20f,What ECG signs of ventricular preexcitation in dogs and cats relate to clinical effects and vascular anomalies?,['nan'],[['999302b8-0a67-49ec-8fb7-8ef9d0190019']]
172,7b90f4bb-d51d-4911-ae64-e2e87fd86480,What tests distinguish mycotic keratitis in dogs from other fungal skin and nail infections?,['nan'],[['a96ab0d0-97cf-4aa1-8810-015138aad976']]
173,9f99828b-ff8a-4490-8559-f7fab5c3b971,"What factors lead to acute moist dermatitis in dogs, especially regarding irritants and health issues?","['Acute moist dermatitis in dogs can be caused by various factors including external parasites, allergic reactions, foreign bodies, psychological issues, irritants, inflammatory responses, and musculoskeletal abnormalities. Flea allergy is the most common cause of hot spots.']",[['ab2c6c6d-33d8-418a-bdbe-ba55ebe68dd3']]
174,00b0b8bf-73d9-4db8-bac9-6c3992e26d94,"What factors make gossypol harmful to dogs, especially regarding diet and breed genetics?",['nan'],[['fcfb9772-8c5a-4ffc-a062-e2b414c15613']]
175,7dd8c323-b66a-45d4-ac29-418fdeb66fd6,"What signs and tests help identify ectopic lacrimal glands in dogs, and how do they compare to those for trichiasis?",['nan'],"[['ebebfe24-71c6-474c-b6ae-5a21e012cc7c', '797266e3-56b0-47b8-a71a-b3054723a64c']]"
176,df88b035-20f2-4be8-8595-c14b8fa1f611,"What hereditary factors influence polycystic kidney disease in dogs and cats, and how do they relate to other genetic issues?",['nan'],"[['d6d435a9-3c51-41e3-acc9-016a2d5e0c32', 'efeb5008-aea6-4707-ab7d-a82f50ae2479']]"
177,597ec8ee-a2a9-4989-9676-6261dd08a488,"What are the health effects of gracilis muscle rupture in greyhounds, especially regarding granulomatous diseases?",['nan'],"[['cb529a5e-059a-4353-99ec-f4ced8092a2f', 'cb529a5e-059a-4353-99ec-f4ced8092a2f']]"
178,ca781419-69b6-4d61-b7d9-600ac8ef2031,"납작한 늑골의 증상, 원인, 초기 징후 및 진단은?",['nan'],[['6782cd20-8b0e-4c7c-9dde-daa41f443a9a']]
179,4a3ae51a-e6ed-40bb-9eac-81d81879c355,"What congenital heart anomaly affects newborn pups and kittens, and how does it compare to renal ectopia in clinical and diagnostic aspects?","[""The congenital heart anomaly that affects newborn pups and kittens is 심장 전위증 (Ectopia cordis). It is a congenital defect where the heart is located outside the thoracic cavity, which can be fatal for newborn livestock, although some may survive for a long time. In comparison, 신장 전위 (Renal ectopia) is a rare condition in dogs and cats that may not always present clinical symptoms but increases the risk of hydronephrosis, stones, and pyelonephritis due to unnecessary drainage from the kidneys. Diagnosis for renal ectopia involves surgical exploration, radiography, and biopsy, while the diagnosis for ectopia cordis is based on the observation of the heart's abnormal position.""]","[['d2ddcf07-0ecb-42f4-b907-28966344b761', '8a9f6480-c1f5-4db7-996b-c28228bc1c00']]"
180,02c6a9c5-3f1e-4ebc-afa1-0591396b81ef,강아지와 고양이의 심장 및 눈 질환 증상과 진단법은?,"['강아지에서 심내막 섬유탄력증은 3~5개월령에 심장 질환이 나타나기 시작하며, 임상증세가 빠르게 진전되어 대부분은 증세가 나타난지 2주 안에 사망한다. 진단은 심내막 관련 질환의 병력에 의해 이루어진다. 고양이에서도 이 질환이 보고되었다. 내피성 퇴행위축은 5살 이상의 개에서 발생하며, 각막부종과 눈의 색이 파래지는 증상이 나타난다. 이 질환은 치와와와 보스턴 테리어 종에서 흔하게 발생하며, 각막이 흐릿해지는 증상이 나타난다. 진단은 안검사 등을 통해 이루어진다.']","[['08ebc5d5-14da-4898-9f4b-db7d02e1ea7a', '08ebc5d5-14da-4898-9f4b-db7d02e1ea7a']]"
181,9e4ee3cc-a578-449c-b0ca-38ade4a8b556,What motor dysfunction signs in young German Shepherds relate to post-mortem neuro findings?,"['In young German Shepherds, the motor dysfunction signs related to post-mortem neuro findings include progressive paralysis and ataxia. Post-mortem examination reveals expanded axons containing disorganized neurofilaments in the spinal cord.']",[['819e5a17-58da-427f-a5d2-9a01554fd462']]
182,021eb5fe-b763-4f61-b31b-0219cef4a605,개와 고양이의 시각적 증상이나 피부 변화 관련 질병 두 가지는?,['개와 고양이의 시각적 증상이나 피부 변화 관련 질병 두 가지는 국소적 또는 다원성 망막 형성이상과 소포 결막염이다.'],[['d8055e8d-0c68-41b2-a117-c8faabbfa6e5']]
183,e765ed0b-bafd-4242-84cd-cc67863170f5,"What diagnostic methods help identify dermatitis in young pups, especially regarding meds like Indomethacin or Phenylbutazone?","['The diagnostic methods for identifying dermatitis in young pups, particularly in relation to medications like Indomethacin or Phenylbutazone, include clinical symptoms and medical history. For Indomethacin toxicity, diagnosis is made through clinical symptoms and history, while for Phenylbutazone toxicity, diagnosis is based on the drug usage history and exclusion of other causes.']","[['3f56dd81-0fb9-4b24-adfe-3c0f6033a5e3', 'e02b3d4c-3582-4ef8-8be9-ca2bcaa24f74']]"
184,5ba12f71-db50-492a-a80d-70e97b928494,"What signs and tests help diagnose parasitic encephalomyelitis in dogs, especially regarding CSF analysis and imaging?","['The signs that help diagnose parasitic encephalomyelitis in dogs include symptoms that can wax and wane depending on the location of the softening caused by the parasites. In many cases, diagnosis relies on clinical findings, and confirmation is based on the histopathological findings of the affected central nervous system. CSF analysis shows an increase in white blood cells, which indicates neutrophilia.']",[['ea1eac14-cf8d-46e4-a420-c4a9d88c45e8']]
185,31c2af4a-778c-440e-9953-fd35cbf38b34,"What signs and genetic traits link cerebellar ataxia with hydrocephalus in Bull Mastiffs, and how do they compare to those in Gordon Setters and Jack Russells?","['Cerebellar ataxia with hydrocephalus in Bull Mastiffs is characterized by symptoms appearing between 6-9 weeks of age, with pathological findings showing degeneration of the cerebellum and hydrocephalus. It is suggested that this condition may be inherited through chromosomal abnormalities. In comparison, Gordon Setters exhibit progressive cerebellar degeneration that appears between 6-12 months of age and is also inherited in an autosomal recessive manner. Jack Russell Terriers may show signs of hereditary ataxia starting from 2-6 months of age, with degeneration observed in the spinocerebellar tracts of the spinal cord. Thus, while all three breeds exhibit cerebellar issues, the onset age and inheritance patterns differ.']","[['d7cef44a-269e-41d3-a977-07e969b57194', '23a2f529-0041-4df2-9970-94539d90210c']]"
186,d7650416-5f9a-4f80-9ff8-7afdcec18ca3,What are the neuro signs and cell traits in animals with Gaucher's and gangliosidosis?,"[""In animals with Gaucher's disease, the neuro signs include progressive neurological disorders that start at a young age, and the cell traits are characterized by foamy and vacuolated cells due to the accumulation of glucocerebroside. In gangliosidosis, the neuro signs are also related to the increase of GM2 ganglioside in the brain, and the cell traits are identified by foamy cytoplasmic inclusions in neurons of the brain and spinal cord.""]","[['ffe0f055-d4af-46d3-ae21-f776e22e3085', 'fcfb9772-8c5a-4ffc-a062-e2b414c15613']]"
187,0d5a6e4b-1add-4dd2-ba5a-84c27e49a171,How do Rottweiler puppy muscle disease symptoms compare to those of cerebellar disorders in other breeds?,['nan'],"[['b12e72d6-1356-4d42-9252-dd47ec77b657', 'd7cef44a-269e-41d3-a977-07e969b57194']]"
188,1e312200-c920-4f58-b93b-4464c82074cf,What maternal and fetal factors lead to dystocia in dogs and cats?,"['Maternal factors leading to dystocia in dogs and cats include uterine inertia, pelvic abnormalities, inguinal hernia, uterine torsion, and psychological issues. Uterine inertia can be caused by obesity, torsion, lack of exercise, having many puppies, or a deficiency of the hormone pituitrin. Fetal factors that can cause dystocia include large fetuses, stillborn fetuses, positional abnormalities, malformed fetuses, or lubrication issues.']",[['4c3e8ee0-eb49-446f-95c6-1094903f0488']]
189,98628298-ebe9-457c-b377-f1b1fecd2c0e,"What myelin deficiency condition affects Springer Spaniel pups, and how does it compare to similar issues in breeds like Samoyeds?","['The myelin deficiency condition affecting Springer Spaniel pups is known as hypomyelinogenesis, which is characterized by congenital tremors that appear between 10-12 days of age. In comparison, Samoyed puppies also experience a myelin deficiency condition, which is noted as hypomyelination, leading to severe tremors and inability to stand at 21 days of age. Both conditions show that tremors increase with excitement and decrease at rest, but the specific age of onset and severity may differ between the breeds.']","[['6c042cd6-c2e8-41ca-825d-0aae42fd126a', '73a0c620-9025-4be6-8e04-42e8387feb03']]"
190,1e83724b-a0ee-448a-baa2-bf0a4a449268,"What are the signs of distal polyneuropathy in Dobermans and Great Danes, especially regarding muscle weakness and reflexes, compared to other breeds with hypertrophic neuropathy?",['nan'],[['8092efc8-f00c-44a3-a3a2-7c52bd8103ee']]
191,76ad8f70-783c-474d-83d7-fa2713e5b547,"What sets apart the recurrent acute arthritis in Shar Peis, especially regarding their inflammatory issues and systemic risks?",['nan'],"[['6c042cd6-c2e8-41ca-825d-0aae42fd126a', '6c042cd6-c2e8-41ca-825d-0aae42fd126a']]"
192,cb638b6f-85c6-4230-b8d5-d4fbb56e2a68,What parasitic issue in pets is tied to bleeding disorders?,['nan'],"[['05f38a8c-2ca2-42d9-b00e-1ab21f271a95', '05f38a8c-2ca2-42d9-b00e-1ab21f271a95']]"
193,a3ade692-af8c-4198-9e96-432a28e5fb5b,What are the signs of Pseudohypertrophic canine muscular dystrophy vs. Pseudogout?,"['Pseudohypertrophic canine muscular dystrophy is characterized by the invasion of fibrous tissue and fat into the muscles of young dogs, leading to a stiff gait and progressive weakness, with hypertrophy of the neck, arms, and other muscles. In contrast, Pseudogout in dogs is associated with the deposition of calcium pyrophosphate dihydrate in the joints, but specific signs of Pseudogout are not detailed in the context.']","[['262e5fd4-f1c7-4fb8-aba5-7cbe1821dbde', '262e5fd4-f1c7-4fb8-aba5-7cbe1821dbde']]"
194,b2a10a3c-3241-4899-a58b-99835d41bac6,"What are the effects of neurological and muscular disorders in Dobermans, especially regarding their risk for diseases like hepatocerebellar degeneration in Bernese Mountain Dogs?",['nan'],"[['1f586c73-a9bc-4069-8a51-33b599c37673', 'b89ae919-42f8-4709-9cfe-ea40f7706755']]"
195,d2396c33-11cd-46c4-af2a-242f9b21f3a1,What causes 펜발러레이트 중독증 in cats and its symptoms?,['nan'],[['4057fe63-5964-4047-b84d-b9a5bcd6d0ac']]
196,79d42866-0ca5-4499-b306-636fa3abc576,What signs in dogs with parasitic ascites might indicate GI or neuro issues?,['nan'],[['315dedec-c119-4263-ac82-c856c3a5cbab']]
197,a18b1a40-0f31-4006-8f1c-12b690bcf8de,"What links the formation of 거미막 낭종 and 척추측만증 progression in dogs, given spinal lesions?","['The context states that spinal lesions with cyst formation in dogs are a cause of progressive spinal deformity, which links the formation of 거미막 낭종 (arachnoid cysts) to the progression of 척추측만증 (scoliosis) in dogs.']",[['2e4649dd-699c-489d-957f-2697b53f3595']]
198,535a6876-83bf-4a09-9c76-7991be41879c,"What traits and risks are tied to 고양이 비대 심장근육병증, especially regarding genetics and age in affected cats?","['고양이 비대 심장근육병증은 3개월에서 17살까지의 고양이에 영향을 미치며, 나이가 많고 수컷일 경우 위험이 증가합니다. 이 질병은 유전적 요인과 관련이 있을 수 있으며, 심실 비대는 탄성과 팽창성을 감소시킵니다.']",[['64a7191c-40ea-4e25-bc46-d1dc0543ed00']]
199,69b1c01a-f015-459e-b18c-eaadda89c0fb,What neurological effects occur in dogs with ganglioradiculoneuritis?,"['In dogs with ganglioradiculoneuritis, neurological effects include selective destruction of the nerve roots, dysfunction of sensory components of several cranial nerves, and reflex disorders.']",[['a96ab0d0-97cf-4aa1-8810-015138aad976']]
200,121af19e-5175-4aa4-ac79-d6d63f711018,"What’s the role of surgery for gastric tumors in cats with chronic vomiting, especially regarding esophageal intussusception?","['The context mentions that a cat with chronic vomiting due to esophageal intussusception underwent surgical removal. This indicates that surgery plays a role in treating gastric tumors in cats, particularly when they present with chronic vomiting and related complications such as esophageal intussusception.']","[['060abec1-2b03-4ee7-86e9-467daf4a1e75', '819e5a17-58da-427f-a5d2-9a01554fd462']]"
201,36f55adf-9802-45e0-a823-09ec3d1eb4de,"What signs to check for rope/wire injuries in dogs/cats, especially joint/ligament issues?","['The context mentions that rope and wire injuries can lead to various symptoms ranging from severe to mild. Specifically, for joint and ligament issues, it states that fractures and ligament ruptures are caused by trauma to the joints, and the most useful symptom for diagnosing ligament ruptures is when lateral or medial pressure is applied to the limb, causing the joint space to open. Additionally, the context notes that the ligaments on the inside and outside of the knee are particularly at risk.']","[['6bde9ec1-1237-4cba-9019-d452f2d22f20', '4553539d-1e14-4d79-ab73-b9ec5809ca55']]"
202,41603a18-8fd9-4af6-8296-d478ac180a64,"Which pets, like dogs and cats, might be harmed by autumn crocus, and what immune issues, like thrombocytopenia, could result?","[""The context mentions that both dogs and cats can be harmed by autumn crocus poisoning. It also discusses immune issues such as immune-mediated thrombocytopenia, which can occur in dogs and cats, particularly in cases of Evans' Syndrome where immune-mediated hemolytic anemia and immune-mediated thrombocytopenia are present together.""]","[['54a98aed-a82e-4a4b-8bb4-f0cfe37424f2', '54a98aed-a82e-4a4b-8bb4-f0cfe37424f2']]"
203,049663d3-641c-4ca2-8ae3-b9e2d54c516f,"What health risks might pennyroyal oil pose to dogs, especially for kidneys and nerves?",['nan'],[['951df125-caa7-4457-9789-c2f519da14d9']]
204,ca83943c-8288-46d1-aab2-3bc65768518d,"What health issues might arise in dogs and cats with a partial uterus, especially regarding fluid buildup and diagnosis?","['In dogs and cats with a partial uterus, health issues may include fluid accumulation cranial to the defect, which can lead to complications. Diagnosis can be achieved through palpation, surgical intervention, or euthanasia if necessary. In small animals, radiography may reveal a uterus filled with fluid, resembling pyometra.']",[['ad05f90b-3ffe-4725-bb47-010d147c51fa']]
205,44e8e52a-22b2-4a3c-b931-e1a749ad4c88,"How does lameness affect reproduction in dogs and cats, especially with inbreeding and mating frequency?","['Lameness affects reproduction in dogs and cats by interfering with visible symptoms during the estrus period. It can hinder the ability to diagnose specific causes of infertility or exclude other causes that may appear during non-estrus periods. Males with severe lameness symptoms may be unable to mate, which can lead to infertility. Inbreeding can also cause infertility, with effects such as delayed sexual maturity and irregular estrous cycles in females, and abnormal sperm production in males.']","[['95014498-4197-4177-b221-8718fc19a043', '2cd0b1e6-3519-4a16-9244-34abb13ebd40']]"
206,282eb073-ed92-4870-9294-436de3bab06e,"What signs and tests help diagnose CNS stimulant toxicity in dogs and cats, especially with symptoms similar to peripheral vestibular neoplasia?","['The diagnosis of CNS stimulant toxicity in dogs and cats is based on history taking and symptoms. Spectrophotometry can reveal the presence of drugs in urine and gastric contents. Symptoms of CNS stimulant toxicity include excitement, hyperthermia, agitation, tremors, and tremors, along with metabolic dysfunction.']","[['2e43b31b-b556-4c00-8eed-179de4d927d0', '4d2d8a31-50fa-4fac-8af6-6aa7f40b2e6e']]"
207,d780ab83-8ede-4195-b68f-73f58a4fe055,What role do skin allergies from endoparasites and flea collars play in pyoderma in pets?,['nan'],"[['489be550-b9e6-4f68-bf20-65e99ff6c119', 'febcf683-42ef-4dff-88a4-ddf7f761dc45']]"
208,70e3b4d5-4e99-4db0-bc8b-2c0d03c8513b,"What's N-methylbis(2,4-xylyliminomethyl)amine's role in Amitraz toxicosis vs. other toxins like acetaminophen and aspirin in pets?",['nan'],"[['6f80eb4c-6c60-4be8-a98a-d2ae9cd38d5c', '8e95c9b5-777f-414f-b0e4-15ee0ea9c091']]"
209,a4f59074-d327-452d-b761-8568672eec46,What are the signs of vitamin A toxicity in cats vs. vitamin D effects in dogs?,['nan'],"[['f62c3647-1555-485d-9f77-b4d4b770f186', '5abc8f46-02c2-431a-b46a-e620e8846c45']]"
210,aa0fddb8-aac3-4b3a-99e2-23afd4b17a7d,"What effect do chronic inflammation and stimuli have on epulis in dogs and cats, especially regarding oral neoplasia?","['Chronic inflammation and stimuli lead to a reactive inflammatory response that forms a mass in the gums, known as epulis, in dogs and cats. This condition is related to oral neoplasia, which involves very invasive and rapidly growing masses in the oral cavity.']","[['e367fbd3-83b7-4a36-91c0-d2e51db2419d', 'acc6bff2-1b70-482a-8698-7317419a76ee']]"
211,ac3b92c5-7b86-4ecc-a184-03a25c57e0b5,호산구증가증 개 피부병의 주요 증상과 유전적 요인은?,"['호산구증가증 개 피부병의 주요 증상은 통증과 소양감을 나타내는 홍반성, 부종성이며 단단한 플라크가 특징적이다. 또한, 가슴과 배의 배쪽 표면과 pinnae 위에 아치형이며 사행성인 플라크가 발달하고, 팔다리 끝에 병변이 나타나기도 한다. 유전적 요인은 도베르만과 라보레더에서 유전자 열성에 전달되는 것으로 보인다.']","[['5b3d860f-528e-4ea0-a1b2-471baed99e4b', 'b58c5036-90e5-4229-b403-feb6745eb001']]"
212,aa2db5d6-ad05-4434-a429-fd54b7ba5ffb,What vision and kidney defects are seen in puppies and kittens?,"['In puppies, congenital ocular anomalies include conditions such as small eyes, cataracts, absence of the anterior chamber, retinal detachment, and hypoplasia. In kittens and puppies, congenital renal agenesis can occur, which is a congenital defect where one or both kidneys fail to develop.']",[['323ccf39-d797-418e-a3a1-ace9417b721b']]
213,b22a46fb-6f7d-4e5b-aac4-f3beb8e89478,What tests confirm insulinoma in dogs and cats?,"['Insulinoma in dogs and cats can be confirmed through the glucagon tolerance test and the determination of serum immunoreactive insulin levels, which shows high insulin levels despite hypoglycemia. Other hematological and biochemical tests are not useful for diagnosis.']","[['bfcdad23-3fd5-4906-99bd-6ed730aec806', 'bfcdad23-3fd5-4906-99bd-6ed730aec806']]"
214,64d9e140-8964-4f2d-adfd-76b46ef89c0f,"What symptoms come from synovial fluid buildup in localized scleroderma, especially regarding inflammation in autoimmune issues like nemaline myopathy?",['nan'],"[['73725cb9-e2f2-468e-99ef-cbcd129b548b', '2c5ee5ef-8111-4b17-91cc-096e2bc9c45a']]"
215,b6f94571-466e-4c0e-97fb-9727bdef73b6,"What rare signs and diagnostic issues arise with gastroesophageal intussusception in pets, especially with conditions like gastric neoplasia and lymphadenopathy?",['nan'],"[['819e5a17-58da-427f-a5d2-9a01554fd462', '060abec1-2b03-4ee7-86e9-467daf4a1e75']]"
216,d5e7ad36-8d13-48b1-85b4-790eb425aec5,"How to differentiate systemic/local symptoms of acute/chronic prostatitis from prostate tumors, and what clinical signs are key in diagnosis?","['To differentiate systemic/local symptoms of acute/chronic prostatitis from prostate tumors, one must consider that acute prostatitis often presents with systemic symptoms, while chronic prostatitis may show hardened and wrinkled symptoms during recurrent urethral infections. Prostate tumors, on the other hand, can be clinically difficult to distinguish from other prostate diseases and may present with various clinical signs depending on whether there is metastasis. Diagnosis for both conditions involves evaluating symptoms, laboratory tests, radiography, biopsy of the prostate and pelvic lymph nodes, and ultrasound examinations.']","[['8689f3dd-0e5a-4496-b41e-2fc9043c3fb3', '22f40404-2585-4394-a7ac-c927f3d02656']]"
217,7f83af5c-cfaf-46c9-b43d-93f934ecb58b,"What factors could lead to lens luxation in dogs and cats, considering other diseases like hydrocephalus or otitis media?",['nan'],"[['3d0b5387-08cc-47fc-b1f8-87d2ca2ca283', '1ec8c3bd-d135-4c87-ae3d-f2a7a7c34f27']]"
218,a60052ca-1e5b-469c-840f-816b6f2124bd,"How is Pseudoachondroplastic dysplasia in mini poodles diagnosed, and what are its histological features?",['nan'],"[['339bf4d6-eb3d-48c6-bd27-4c7da4702d08', '339bf4d6-eb3d-48c6-bd27-4c7da4702d08']]"
219,44fd0f15-7e6c-4e0f-be28-56bf0c2da57e,What’s the link between abnormal tissue in ocular dermoids and congenital eye defects in some dog breeds?,['nan'],"[['8d5b096e-2fb6-45a6-9c96-ee69d8435fad', '8d5b096e-2fb6-45a6-9c96-ee69d8435fad']]"
220,b4fe8679-f579-4682-a8e9-3c2ef3c05407,"What neurological triggers, like facial nerve stimulation, could link hemifacial spasm in dogs and cats to ear inflammation?","['The context suggests that facial nerve stimulation is expected to be a cause of hemifacial spasm in dogs and cats, which is associated with ear inflammation as part of the condition. However, it does not provide specific neurological triggers beyond this general association.']",[['65fa1c8a-55ce-4e4f-bffb-7089678e94a3']]
221,c4cb7445-a1e8-4aeb-b7ea-eec82ff112e2,"What vascular issues do dogs with Klippel-Trenaunay syndrome have, especially in their limbs and related conditions?","['Dogs with Klippel-Trenaunay syndrome exhibit vascular issues characterized by malformations in the vascular system, including expanded limbs and skin lesions similar to hemangiomas. Additionally, bone lysis in the lower limbs can be observed through radiography, and there are also capillary venous malformations.']",[['354569a2-c0b6-4a35-ac0f-a79b480d5fc1']]
222,69dc43ce-b52f-4a23-bd0c-d90ca295aef2,"What surgical issues could cause abnormal urinary discharge in pets, and how are they diagnosed?",['Surgical issues that could cause abnormal urinary discharge in pets include complications from surgery leading to a vaginoureteral fistula. Diagnosis is made through physical examination and bladder-urethra imaging.'],"[['58cadbea-adda-43c7-9e05-247be1bbc632', 'a04ece28-2170-4a5a-a40d-2613d32f764e']]"
223,ac5bbfcc-ee9e-4526-bd45-2358c0f8d932,How do self-harm and histological findings in Abyssinian kitten ribosomal accumulation relate to symptoms of other diseases?,['nan'],[['a6e90f6b-87f1-437a-8f12-299709c8e53e']]
224,83817c22-94df-4010-b784-0d1f36817ec1,"What signs and lab results suggest destructive cholangitis in dogs, excluding other issues like craniomandibular osteopathy?","['The clinical signs and laboratory results that suggest destructive cholangitis in dogs include symptoms resembling extrahepatic bile duct obstruction, as observed during laparoscopic examination, surgery, or post-mortem observation, while excluding extrahepatic bile duct obstruction itself. Additionally, the liver history may show the absence of bile ducts in the small portal areas, along with serum liver-related enzymes (AP, AST, ALT, gamma GT).']",[['99bbec30-1efd-4728-85df-31c22e0de3dc']]
225,c6fdea95-15cd-4b68-ada6-3fe6b18b48d0,What are the signs and tests for neonatal purkinje cell abiotrophy in puppies without early intervention?,['nan'],"[['c738a5eb-87f8-483b-9221-868f02d4350e', 'c738a5eb-87f8-483b-9221-868f02d4350e']]"
226,b07f199e-5feb-47e1-8462-47a967549740,"How does kidney disease affect calcium and parathyroid levels in dogs and cats, especially with chronic cases?","['Chronic kidney disease in dogs and cats leads to serious kidney damage, causing retention of phosphorus and progressive hyperphosphatemia. This condition decreases the intestinal absorption of calcium and reduces the production of 1,25-dihydroxycholecalciferol, both of which result in hypocalcemia and stimulate the parathyroid glands.']",[['8a9f6480-c1f5-4db7-996b-c28228bc1c00']]
227,1a48dfff-e47e-4091-8a9d-1939a32d689c,"What is pulmonary alveolar proteinosis, and how does it affect animals with respiratory issues?",['nan'],[['4b0dfb19-ecad-4be5-a0ac-765e6e467416']]
228,f0322b78-385f-41cb-88ab-fadb81697e35,"What leads to renal/ureteral trauma in pets post-accident, and what symptoms to watch for?","['Renal and ureteral trauma in pets, particularly dogs and cats, can occur due to accidents such as being hit by a car. Symptoms to watch for include abdominal bleeding, which is more sensitive in dogs, while cats are more sensitive to subcapsular bleeding. Other common signs include palpable hematomas or hematuria. In severe cases, major vessel rupture can lead to sudden death.']",[['e97bbc95-786e-45ab-beb2-e82a7e70f266']]
229,b682fd12-a76c-429a-9028-f980025a4483,"What condition in older pets often causes chronic mitral valve issues, especially with periodontal disease?",['Chronic mitral valve insufficiency (CMVI) in older pets is often caused by chronic periodontal disease.'],[['593fddb2-e07d-49b1-a08d-b0d6ac4bcd12']]
230,e1020340-20a3-4bdf-9f83-236d5e53c67f,What complications do dogs and cats face with Factor XI deficiency post-surgery or injury?,['Dogs and cats with Factor XI deficiency may experience persistent bleeding after injuries or surgeries.'],[['05f38a8c-2ca2-42d9-b00e-1ab21f271a95']]
231,eefcbd76-136a-48ec-aefe-53aba25284ec,What health risks for dogs and cats with CNS symptoms from organochlorine pesticides?,"['Organochlorine pesticides such as aldrin, dieldrin, heptachlor, endrin, endosulfan, toxaphene, methoxychlor, lindane, and mirex can cause CNS diseases and death in dogs and cats. The health risks include the potential for CNS symptoms resulting from exposure to these toxic substances.']",[['1c1c956e-2beb-4792-bdd1-e39205e9a11b']]
232,dacdf404-28fb-4ee5-92ca-3225f1bf981c,What signs and tests suggest cystic endometrial hyperplasia in dogs and cats?,['nan'],[['f5f7ca1e-fc1f-4a1c-9b35-32c166ba4cd1']]
233,69c65a8f-75fd-4676-835c-127626b6ce58,What genetic factors affect Alpha Mannosidosis in Persians vs. other breeds?,['nan'],[['c66e77d3-b219-4db5-98e8-da996d5d87e0']]
234,d038f50b-9c75-4ed8-814f-95a50739e755,What diseases can pets get from chiggers in late summer and winter?,"['The context mentions that dogs and cats can get an infestation from chiggers, specifically referring to the disease caused by Trombiculidae (chigger) in dogs and cats. The disease manifests with lesions on the face and limbs due to the larvae of the chiggers.']",[['8ef3d52c-ae82-482d-be65-ac4582f5ccf5']]
